index	DOY	Dst
2004-10-31 00:00:00	305	-9
2004-10-31 01:00:00	305	-7
2004-10-31 02:00:00	305	-15
2004-10-31 03:00:00	305	-14
2004-10-31 04:00:00	305	-9
2004-10-31 05:00:00	305	-4
2004-10-31 06:00:00	305	-4
2004-10-31 07:00:00	305	-6
2004-10-31 08:00:00	305	-4
2004-10-31 09:00:00	305	-4
2004-10-31 10:00:00	305	-13
2004-10-31 11:00:00	305	-16
2004-10-31 12:00:00	305	-18
2004-10-31 13:00:00	305	-20
2004-10-31 14:00:00	305	-18
2004-10-31 15:00:00	305	-16
2004-10-31 16:00:00	305	-14
2004-10-31 17:00:00	305	-14
2004-10-31 18:00:00	305	-12
2004-10-31 19:00:00	305	-14
2004-10-31 20:00:00	305	-13
2004-10-31 21:00:00	305	-16
2004-10-31 22:00:00	305	-16
2004-10-31 23:00:00	305	-19
