index	DOY	Dst
1997-01-22 00:00:00	22	-16
1997-01-22 01:00:00	22	-16
1997-01-22 02:00:00	22	-13
1997-01-22 03:00:00	22	-12
1997-01-22 04:00:00	22	-14
1997-01-22 05:00:00	22	-10
1997-01-22 06:00:00	22	-11
1997-01-22 07:00:00	22	-15
1997-01-22 08:00:00	22	-20
1997-01-22 09:00:00	22	-23
1997-01-22 10:00:00	22	-25
1997-01-22 11:00:00	22	-26
1997-01-22 12:00:00	22	-24
1997-01-22 13:00:00	22	-20
1997-01-22 14:00:00	22	-14
1997-01-22 15:00:00	22	-11
1997-01-22 16:00:00	22	-10
1997-01-22 17:00:00	22	-8
1997-01-22 18:00:00	22	-7
1997-01-22 19:00:00	22	-7
1997-01-22 20:00:00	22	-9
1997-01-22 21:00:00	22	-9
1997-01-22 22:00:00	22	-9
1997-01-22 23:00:00	22	-7
