index	DOY	Dst
2005-04-07 00:00:00	97	-22
2005-04-07 01:00:00	97	-22
2005-04-07 02:00:00	97	-20
2005-04-07 03:00:00	97	-22
2005-04-07 04:00:00	97	-25
2005-04-07 05:00:00	97	-23
2005-04-07 06:00:00	97	-19
2005-04-07 07:00:00	97	-18
2005-04-07 08:00:00	97	-22
2005-04-07 09:00:00	97	-22
2005-04-07 10:00:00	97	-17
2005-04-07 11:00:00	97	-13
2005-04-07 12:00:00	97	-16
2005-04-07 13:00:00	97	-17
2005-04-07 14:00:00	97	-17
2005-04-07 15:00:00	97	-15
2005-04-07 16:00:00	97	-14
2005-04-07 17:00:00	97	-13
2005-04-07 18:00:00	97	-12
2005-04-07 19:00:00	97	-13
2005-04-07 20:00:00	97	-15
2005-04-07 21:00:00	97	-17
2005-04-07 22:00:00	97	-14
2005-04-07 23:00:00	97	-12
