index	DOY	Dst
2017-01-22 00:00:00	22	-12
2017-01-22 01:00:00	22	-23
2017-01-22 02:00:00	22	-29
2017-01-22 03:00:00	22	-25
2017-01-22 04:00:00	22	-13
2017-01-22 05:00:00	22	-10
2017-01-22 06:00:00	22	-9
2017-01-22 07:00:00	22	-11
2017-01-22 08:00:00	22	-13
2017-01-22 09:00:00	22	-14
2017-01-22 10:00:00	22	-14
2017-01-22 11:00:00	22	-13
2017-01-22 12:00:00	22	-17
2017-01-22 13:00:00	22	-17
2017-01-22 14:00:00	22	-13
2017-01-22 15:00:00	22	-12
2017-01-22 16:00:00	22	-12
2017-01-22 17:00:00	22	-12
2017-01-22 18:00:00	22	-8
2017-01-22 19:00:00	22	-9
2017-01-22 20:00:00	22	-11
2017-01-22 21:00:00	22	-13
2017-01-22 22:00:00	22	-11
2017-01-22 23:00:00	22	-11
