index	DOY	Dst
2002-03-16 00:00:00	75	20
2002-03-16 01:00:00	75	20
2002-03-16 02:00:00	75	21
2002-03-16 03:00:00	75	21
2002-03-16 04:00:00	75	19
2002-03-16 05:00:00	75	22
2002-03-16 06:00:00	75	18
2002-03-16 07:00:00	75	18
2002-03-16 08:00:00	75	17
2002-03-16 09:00:00	75	15
2002-03-16 10:00:00	75	16
2002-03-16 11:00:00	75	14
2002-03-16 12:00:00	75	10
2002-03-16 13:00:00	75	9
2002-03-16 14:00:00	75	6
2002-03-16 15:00:00	75	3
2002-03-16 16:00:00	75	4
2002-03-16 17:00:00	75	4
2002-03-16 18:00:00	75	7
2002-03-16 19:00:00	75	8
2002-03-16 20:00:00	75	6
2002-03-16 21:00:00	75	8
2002-03-16 22:00:00	75	11
2002-03-16 23:00:00	75	10
