index	DOY	Dst
1996-01-31 00:00:00	31	-16
1996-01-31 01:00:00	31	-15
1996-01-31 02:00:00	31	-16
1996-01-31 03:00:00	31	-17
1996-01-31 04:00:00	31	-18
1996-01-31 05:00:00	31	-17
1996-01-31 06:00:00	31	-21
1996-01-31 07:00:00	31	-22
1996-01-31 08:00:00	31	-19
1996-01-31 09:00:00	31	-12
1996-01-31 10:00:00	31	-8
1996-01-31 11:00:00	31	-9
1996-01-31 12:00:00	31	-14
1996-01-31 13:00:00	31	-12
1996-01-31 14:00:00	31	-9
1996-01-31 15:00:00	31	-11
1996-01-31 16:00:00	31	-15
1996-01-31 17:00:00	31	-16
1996-01-31 18:00:00	31	-16
1996-01-31 19:00:00	31	-10
1996-01-31 20:00:00	31	-11
1996-01-31 21:00:00	31	-12
1996-01-31 22:00:00	31	-11
1996-01-31 23:00:00	31	-10
