index	DOY	Dst
2019-12-15 00:00:00	349	-2
2019-12-15 01:00:00	349	-1
2019-12-15 02:00:00	349	0
2019-12-15 03:00:00	349	2
2019-12-15 04:00:00	349	-1
2019-12-15 05:00:00	349	-4
2019-12-15 06:00:00	349	-2
2019-12-15 07:00:00	349	-1
2019-12-15 08:00:00	349	-1
2019-12-15 09:00:00	349	-2
2019-12-15 10:00:00	349	-3
2019-12-15 11:00:00	349	-3
2019-12-15 12:00:00	349	-1
2019-12-15 13:00:00	349	-2
2019-12-15 14:00:00	349	0
2019-12-15 15:00:00	349	1
2019-12-15 16:00:00	349	0
2019-12-15 17:00:00	349	-2
2019-12-15 18:00:00	349	-5
2019-12-15 19:00:00	349	-6
2019-12-15 20:00:00	349	-7
2019-12-15 21:00:00	349	-8
2019-12-15 22:00:00	349	-8
2019-12-15 23:00:00	349	-11
