index	DOY	Dst
1996-02-06 00:00:00	37	-9
1996-02-06 01:00:00	37	-8
1996-02-06 02:00:00	37	-7
1996-02-06 03:00:00	37	-10
1996-02-06 04:00:00	37	-10
1996-02-06 05:00:00	37	-7
1996-02-06 06:00:00	37	-3
1996-02-06 07:00:00	37	-1
1996-02-06 08:00:00	37	0
1996-02-06 09:00:00	37	3
1996-02-06 10:00:00	37	2
1996-02-06 11:00:00	37	0
1996-02-06 12:00:00	37	-1
1996-02-06 13:00:00	37	-1
1996-02-06 14:00:00	37	-1
1996-02-06 15:00:00	37	0
1996-02-06 16:00:00	37	1
1996-02-06 17:00:00	37	-1
1996-02-06 18:00:00	37	-2
1996-02-06 19:00:00	37	0
1996-02-06 20:00:00	37	11
1996-02-06 21:00:00	37	11
1996-02-06 22:00:00	37	7
1996-02-06 23:00:00	37	3
