index	DOY	Dst
2006-08-09 00:00:00	221	-18
2006-08-09 01:00:00	221	-13
2006-08-09 02:00:00	221	-19
2006-08-09 03:00:00	221	-27
2006-08-09 04:00:00	221	-29
2006-08-09 05:00:00	221	-26
2006-08-09 06:00:00	221	-21
2006-08-09 07:00:00	221	-19
2006-08-09 08:00:00	221	-20
2006-08-09 09:00:00	221	-20
2006-08-09 10:00:00	221	-24
2006-08-09 11:00:00	221	-21
2006-08-09 12:00:00	221	-20
2006-08-09 13:00:00	221	-19
2006-08-09 14:00:00	221	-15
2006-08-09 15:00:00	221	-14
2006-08-09 16:00:00	221	-14
2006-08-09 17:00:00	221	-12
2006-08-09 18:00:00	221	-10
2006-08-09 19:00:00	221	-14
2006-08-09 20:00:00	221	-18
2006-08-09 21:00:00	221	-21
2006-08-09 22:00:00	221	-19
2006-08-09 23:00:00	221	-18
