index	DOY	Dst
1997-06-07 00:00:00	158	2
1997-06-07 01:00:00	158	2
1997-06-07 02:00:00	158	-7
1997-06-07 03:00:00	158	-10
1997-06-07 04:00:00	158	-17
1997-06-07 05:00:00	158	-12
1997-06-07 06:00:00	158	-3
1997-06-07 07:00:00	158	-4
1997-06-07 08:00:00	158	-7
1997-06-07 09:00:00	158	-15
1997-06-07 10:00:00	158	-22
1997-06-07 11:00:00	158	-24
1997-06-07 12:00:00	158	-27
1997-06-07 13:00:00	158	-23
1997-06-07 14:00:00	158	-18
1997-06-07 15:00:00	158	-19
1997-06-07 16:00:00	158	-19
1997-06-07 17:00:00	158	-19
1997-06-07 18:00:00	158	-23
1997-06-07 19:00:00	158	-26
1997-06-07 20:00:00	158	-21
1997-06-07 21:00:00	158	-18
1997-06-07 22:00:00	158	-18
1997-06-07 23:00:00	158	-20
