index	DOY	Dst
1999-12-29 00:00:00	363	-17
1999-12-29 01:00:00	363	-24
1999-12-29 02:00:00	363	-27
1999-12-29 03:00:00	363	-27
1999-12-29 04:00:00	363	-15
1999-12-29 05:00:00	363	-8
1999-12-29 06:00:00	363	-4
1999-12-29 07:00:00	363	-1
1999-12-29 08:00:00	363	5
1999-12-29 09:00:00	363	9
1999-12-29 10:00:00	363	6
1999-12-29 11:00:00	363	5
1999-12-29 12:00:00	363	6
1999-12-29 13:00:00	363	6
1999-12-29 14:00:00	363	5
1999-12-29 15:00:00	363	4
1999-12-29 16:00:00	363	5
1999-12-29 17:00:00	363	3
1999-12-29 18:00:00	363	1
1999-12-29 19:00:00	363	-1
1999-12-29 20:00:00	363	-1
1999-12-29 21:00:00	363	-4
1999-12-29 22:00:00	363	-8
1999-12-29 23:00:00	363	-7
