index	DOY	Dst
2005-08-06 00:00:00	218	-22
2005-08-06 01:00:00	218	-32
2005-08-06 02:00:00	218	-25
2005-08-06 03:00:00	218	-17
2005-08-06 04:00:00	218	-21
2005-08-06 05:00:00	218	-28
2005-08-06 06:00:00	218	-22
2005-08-06 07:00:00	218	-24
2005-08-06 08:00:00	218	-29
2005-08-06 09:00:00	218	-21
2005-08-06 10:00:00	218	-13
2005-08-06 11:00:00	218	-7
2005-08-06 12:00:00	218	-10
2005-08-06 13:00:00	218	-16
2005-08-06 14:00:00	218	-21
2005-08-06 15:00:00	218	-26
2005-08-06 16:00:00	218	-32
2005-08-06 17:00:00	218	-37
2005-08-06 18:00:00	218	-44
2005-08-06 19:00:00	218	-46
2005-08-06 20:00:00	218	-42
2005-08-06 21:00:00	218	-30
2005-08-06 22:00:00	218	-29
2005-08-06 23:00:00	218	-30
