index	DOY	Dst
2006-05-29 00:00:00	149	-11
2006-05-29 01:00:00	149	-9
2006-05-29 02:00:00	149	-7
2006-05-29 03:00:00	149	-6
2006-05-29 04:00:00	149	-5
2006-05-29 05:00:00	149	-5
2006-05-29 06:00:00	149	-6
2006-05-29 07:00:00	149	-6
2006-05-29 08:00:00	149	-6
2006-05-29 09:00:00	149	-6
2006-05-29 10:00:00	149	-9
2006-05-29 11:00:00	149	-10
2006-05-29 12:00:00	149	-9
2006-05-29 13:00:00	149	-7
2006-05-29 14:00:00	149	-5
2006-05-29 15:00:00	149	-4
2006-05-29 16:00:00	149	-6
2006-05-29 17:00:00	149	-3
2006-05-29 18:00:00	149	-4
2006-05-29 19:00:00	149	-6
2006-05-29 20:00:00	149	-8
2006-05-29 21:00:00	149	-9
2006-05-29 22:00:00	149	-9
2006-05-29 23:00:00	149	-10
