index	DOY	Dst
2000-01-22 00:00:00	22	1
2000-01-22 01:00:00	22	7
2000-01-22 02:00:00	22	16
2000-01-22 03:00:00	22	12
2000-01-22 04:00:00	22	9
2000-01-22 05:00:00	22	11
2000-01-22 06:00:00	22	6
2000-01-22 07:00:00	22	1
2000-01-22 08:00:00	22	8
2000-01-22 09:00:00	22	4
2000-01-22 10:00:00	22	-3
2000-01-22 11:00:00	22	-3
2000-01-22 12:00:00	22	-4
2000-01-22 13:00:00	22	-5
2000-01-22 14:00:00	22	1
2000-01-22 15:00:00	22	0
2000-01-22 16:00:00	22	-1
2000-01-22 17:00:00	22	-6
2000-01-22 18:00:00	22	-19
2000-01-22 19:00:00	22	-46
2000-01-22 20:00:00	22	-50
2000-01-22 21:00:00	22	-68
2000-01-22 22:00:00	22	-86
2000-01-22 23:00:00	22	-92
