index	DOY	Dst
1998-04-14 00:00:00	104	2
1998-04-14 01:00:00	104	1
1998-04-14 02:00:00	104	-2
1998-04-14 03:00:00	104	-2
1998-04-14 04:00:00	104	-3
1998-04-14 05:00:00	104	-4
1998-04-14 06:00:00	104	-7
1998-04-14 07:00:00	104	-6
1998-04-14 08:00:00	104	-9
1998-04-14 09:00:00	104	-14
1998-04-14 10:00:00	104	-19
1998-04-14 11:00:00	104	-16
1998-04-14 12:00:00	104	-16
1998-04-14 13:00:00	104	-15
1998-04-14 14:00:00	104	-15
1998-04-14 15:00:00	104	-15
1998-04-14 16:00:00	104	-19
1998-04-14 17:00:00	104	-20
1998-04-14 18:00:00	104	-15
1998-04-14 19:00:00	104	-13
1998-04-14 20:00:00	104	-11
1998-04-14 21:00:00	104	-9
1998-04-14 22:00:00	104	-2
1998-04-14 23:00:00	104	2
