index	DOY	Dst
2017-11-06 00:00:00	310	-6
2017-11-06 01:00:00	310	-5
2017-11-06 02:00:00	310	-3
2017-11-06 03:00:00	310	-1
2017-11-06 04:00:00	310	-1
2017-11-06 05:00:00	310	-1
2017-11-06 06:00:00	310	0
2017-11-06 07:00:00	310	0
2017-11-06 08:00:00	310	1
2017-11-06 09:00:00	310	4
2017-11-06 10:00:00	310	4
2017-11-06 11:00:00	310	5
2017-11-06 12:00:00	310	7
2017-11-06 13:00:00	310	7
2017-11-06 14:00:00	310	7
2017-11-06 15:00:00	310	8
2017-11-06 16:00:00	310	9
2017-11-06 17:00:00	310	9
2017-11-06 18:00:00	310	9
2017-11-06 19:00:00	310	8
2017-11-06 20:00:00	310	9
2017-11-06 21:00:00	310	11
2017-11-06 22:00:00	310	10
2017-11-06 23:00:00	310	9
