index	DOY	Dst
2017-12-14 00:00:00	348	-4
2017-12-14 01:00:00	348	-4
2017-12-14 02:00:00	348	-7
2017-12-14 03:00:00	348	-6
2017-12-14 04:00:00	348	-5
2017-12-14 05:00:00	348	-5
2017-12-14 06:00:00	348	-7
2017-12-14 07:00:00	348	-6
2017-12-14 08:00:00	348	-4
2017-12-14 09:00:00	348	-5
2017-12-14 10:00:00	348	-5
2017-12-14 11:00:00	348	-7
2017-12-14 12:00:00	348	-4
2017-12-14 13:00:00	348	-2
2017-12-14 14:00:00	348	-3
2017-12-14 15:00:00	348	-3
2017-12-14 16:00:00	348	-4
2017-12-14 17:00:00	348	-4
2017-12-14 18:00:00	348	-2
2017-12-14 19:00:00	348	-3
2017-12-14 20:00:00	348	-1
2017-12-14 21:00:00	348	1
2017-12-14 22:00:00	348	2
2017-12-14 23:00:00	348	1
