index	DOY	Dst
2005-02-19 00:00:00	50	-30
2005-02-19 01:00:00	50	-29
2005-02-19 02:00:00	50	-29
2005-02-19 03:00:00	50	-28
2005-02-19 04:00:00	50	-28
2005-02-19 05:00:00	50	-19
2005-02-19 06:00:00	50	-17
2005-02-19 07:00:00	50	-30
2005-02-19 08:00:00	50	-23
2005-02-19 09:00:00	50	-23
2005-02-19 10:00:00	50	-22
2005-02-19 11:00:00	50	-20
2005-02-19 12:00:00	50	-24
2005-02-19 13:00:00	50	-32
2005-02-19 14:00:00	50	-33
2005-02-19 15:00:00	50	-33
2005-02-19 16:00:00	50	-26
2005-02-19 17:00:00	50	-29
2005-02-19 18:00:00	50	-28
2005-02-19 19:00:00	50	-24
2005-02-19 20:00:00	50	-19
2005-02-19 21:00:00	50	-22
2005-02-19 22:00:00	50	-21
2005-02-19 23:00:00	50	-22
