index DOY Dst
"2019-04-03 00:00:00" 93 -7
"2019-04-03 01:00:00" 93 -11
"2019-04-03 02:00:00" 93 -14
"2019-04-03 03:00:00" 93 -17
"2019-04-03 04:00:00" 93 -18
"2019-04-03 05:00:00" 93 -21
"2019-04-03 06:00:00" 93 -18
"2019-04-03 07:00:00" 93 -18
"2019-04-03 08:00:00" 93 -18
"2019-04-03 09:00:00" 93 -20
"2019-04-03 10:00:00" 93 -26
"2019-04-03 11:00:00" 93 -29
"2019-04-03 12:00:00" 93 -22
"2019-04-03 13:00:00" 93 -18
"2019-04-03 14:00:00" 93 -17
"2019-04-03 15:00:00" 93 -15
"2019-04-03 16:00:00" 93 -22
"2019-04-03 17:00:00" 93 -22
"2019-04-03 18:00:00" 93 -22
"2019-04-03 19:00:00" 93 -17
"2019-04-03 20:00:00" 93 -14
"2019-04-03 21:00:00" 93 -21
"2019-04-03 22:00:00" 93 -27
"2019-04-03 23:00:00" 93 -22
