index DOY Dst
"2003-04-12 00:00:00" 102 -22
"2003-04-12 01:00:00" 102 -20
"2003-04-12 02:00:00" 102 -12
"2003-04-12 03:00:00" 102 -12
"2003-04-12 04:00:00" 102 -11
"2003-04-12 05:00:00" 102 -9
"2003-04-12 06:00:00" 102 -8
"2003-04-12 07:00:00" 102 -4
"2003-04-12 08:00:00" 102 -2
"2003-04-12 09:00:00" 102 0
"2003-04-12 10:00:00" 102 -2
"2003-04-12 11:00:00" 102 -2
"2003-04-12 12:00:00" 102 -3
"2003-04-12 13:00:00" 102 -5
"2003-04-12 14:00:00" 102 -5
"2003-04-12 15:00:00" 102 -5
"2003-04-12 16:00:00" 102 -6
"2003-04-12 17:00:00" 102 -5
"2003-04-12 18:00:00" 102 -5
"2003-04-12 19:00:00" 102 -5
"2003-04-12 20:00:00" 102 -6
"2003-04-12 21:00:00" 102 -5
"2003-04-12 22:00:00" 102 -4
"2003-04-12 23:00:00" 102 -3
